"编号","开始答题时间","结束答题时间","答题时长","1.您在过去一年中绝大部分时间（指在9个月以上）居住在？","2.您现在有工作吗？","3.您的年龄是？","4.您的常住地在？","5.您有多少个孩子？","6.您一般每天会在家务劳动（如：买菜做饭、做卫生、照顾孩子等）上花费多少个小时？","7.除了睡觉时间外，您每天的闲暇时间（即没有事情做的时间）有多少个小时？","8.您现在希望拥有工作吗?","9.您想参加工作的主要原因是什么？:增加家庭收入，改善家庭经济条件","9.您想参加工作的主要原因是什么？:结识更多的人，拓宽社交圈子","9.您想参加工作的主要原因是什么？:获得社会认可，实现个人价值","9.您想参加工作的主要原因是什么？:学习新的技能，充实自身 ","9.您想参加工作的主要原因是什么？:响应政策鼓励，如政府扶持的乡村振兴项目或技能培训计划等","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）","9.您想参加工作的主要原因是什么？:其他（请注明：____{fillblank-e7a9}）[选项填空]","10.您不想参加工作的主要原因是什么？:需要全职照顾孩子/老人","10.您不想参加工作的主要原因是什么？:身体健康条件不允许","10.您不想参加工作的主要原因是什么？:认为自己作为女性不该外出工作","10.您不想参加工作的主要原因是什么？:周边没有适合的工作机会","10.您不想参加工作的主要原因是什么？:现有技能达不到工作要求","10.您不想参加工作的主要原因是什么？:家庭收入已经满足生活需求，无需再参与工作","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）","10.您不想参加工作的主要原因是什么？:其他（请注明：____{fillblank-9dd1}）[选项填空]","11.您希望它是全职还是兼职工作？","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:稳定且可预期的收入","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:享受完整的员工福利（社保、医保、休假等）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:更清晰的职业发展和晋升机会","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:深入参与工作，获得全面经验","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:看重工作稳定性和安全感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:建立团队归属感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:便于个人生活和财务规划","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:满足事业心和成就感","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:承担更重要的职责","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）","12.（多选，最多选3项）请问您为什么希望这份工作是全职？:其他（请注明：____{fillblank-832e}）[选项填空]","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:追求工作与生活平衡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间照顾家庭（育儿、养老等）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:需要时间学习或深造","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:看重工作时间和地点的灵活性","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:同时从事多份工作或发展副业","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:减轻工作压力，保持身心健康","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:作为进入新行业或重返职场的过渡","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:已有其他主要收入来源","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:探索工作多样性或兴趣","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:避免职业倦怠，保持热情","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:身体状况/精力限制","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:增加收入但不愿承担全职责任","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）","13.（多选，最多选3项）请问您为什么希望这份工作是兼职？:其他（请注明：____{fillblank-a8c1}）[选项填空]","14.您希望它是线上的还是线下的？","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:节省通勤时间和成本","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作时间和地点更灵活自由","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:能更好地平衡工作和生活/家庭","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:可以跨地域工作（不受居住地限制）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:工作环境更舒适自在（如在家）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:减少外界干扰，更能专注任务","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:更便于安排个人事务（如看病、接送等）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:个人偏好（习惯/喜欢线上工作模式）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）","15.（多选，最多选3项）请问您为什么希望这份工作是线上的？:其他（请注明：____{fillblank-e269}）[选项填空]","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:促进面对面沟通和团队协作","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:建立更紧密的同事关系和归属感","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作内容或性质需要特定场所/设备（如实验室、机器、门店）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:清晰分隔工作与生活空间","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:需要现场指导或管理","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:减少在家工作的干扰（如孩子、家务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:享受公司提供的办公环境和资源","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:个人偏好（习惯/喜欢线下工作氛围）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:工作性质要求必须线下完成（如制造、医护、服务等）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）","16.（多选，最多选3项）请问您为什么希望这份工作是线下的？:其他（请注明：____{fillblank-2202}）[选项填空]","17.您最希望每周工作多少天？","18.您最希望每天工作多少个小时？","19.您最希望这份工作每个月的收入有多少元？","20.您觉得这份工作中的社会保险（如基本养老保险、基本医疗保险、失业保险、工伤保险和生育保险）重要吗？","21.您觉得这份工作中，签订劳动合同重要吗？","22.您的学历是？","23.您以前有参加过工作吗？","24.您的累计工作年限（即参加工作的年数）一共多少年？","25.阅读以下工作内容，选择最符合您的实际情况的选项","26.阅读以下工作内容，选择最符合您的实际情况的选项","27.阅读以下工作内容，选择最符合您的实际情况的选项","28.阅读以下工作内容，选择最符合您的实际情况的选项","29.阅读以下工作内容，选择最符合您的实际情况的选项","30.本题请选择3分的选项","31.阅读以下工作内容，选择最符合您的实际情况的选项","32.阅读以下工作内容，选择最符合您的实际情况的选项","33.阅读以下工作内容，选择最符合您的实际情况的选项","34.您会使用手机、电脑等来上网吗？","35.当您在网上搜索信息（如新闻、知识、解决方案）时，您评估信息来源可靠性和信息真实性的能力如何？","36.您使用在线工具或软件（如文档协作、项目管理、在线会议、专业软件/APP）与他人合作完成工作或学习任务的熟练程度如何？","37.您在互联网上创作和分享原创内容（如撰写博客/公众号/帖子、制作发布图片/视频、编写代码、设计作品等）的经验和能力如何？","38.您对保护个人隐私信息和防范网络安全风险（如诈骗、病毒、钓鱼链接）的意识和采取的措施如何？","39.当您在使用数字设备或网络服务遇到技术问题（如软件无法使用、网络连接故障、设备设置问题）时，您通常如何解决？","40.您懂用电脑或手机做什么工作？:进行修图、视频剪辑的工作","40.您懂用电脑或手机做什么工作？:在手机上销售自家商品（如农产品、手工品）","40.您懂用电脑或手机做什么工作？:通过直播介绍商品","40.您懂用电脑或手机做什么工作？:用手机记录数据（如大棚温度、农村路况）","40.您懂用电脑或手机做什么工作？:通过手机视频教别人手工、烹饪等技能","40.您懂用电脑或手机做什么工作？:进行语言类标注工作（如字幕制作、方言翻译等）","40.您懂用电脑或手机做什么工作？:做在线客服工作","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）","40.您懂用电脑或手机做什么工作？:其他（请填写：____{fillblank-58e0}）[选项填空]","41.以下软件中，您会使用哪些？:手机文件管理器","41.以下软件中，您会使用哪些？:PowerPoint（PPT）","41.以下软件中，您会使用哪些？:Word","41.以下软件中，您会使用哪些？:Excel","41.以下软件中，您会使用哪些？:WPS","41.以下软件中，您会使用哪些？:PS/美图秀秀/醒图等","41.以下软件中，您会使用哪些？:Pr/剪映/必剪等","41.以下软件中，您会使用哪些？:抖音/快手","41.以下软件中，您会使用哪些？:淘宝/京东/拼多多","41.以下软件中，您会使用哪些？:支付宝","41.以下软件中，您会使用哪些？:腾讯会议","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"225","26-Aug-2025 17:04:08","26-Aug-2025 17:15:35","687","2","3","46","3","4","7","14","1","1","","","1","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","1","","","","","","5","7","	4500","2","2","3","1","11","2","2","1","1","2","4","1","5","3","1","2","2","2","1","2","","","","","1","","","","","","","","","","","","1","1","1","","简体中文","未清洗","","中国","黑龙江省","大兴安岭地区","","221.211.50.211","Mozilla/5.0 (iPhone;IPhone 11 pro  CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"224","26-Aug-2025 17:10:23","26-Aug-2025 17:13:46","203","2","3","34","3","3","7","3","1","","1","1","1","","","","","","","","","","","","2","","","","","","","","","","","","1","","1","1","","","","","","","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","5","9","	3500","3","3","5","1","7","6","5","5","4","4","4","4","5","5","1","4","3","3","3","3","1","","","1","","1","","","","1","1","1","1","1","1","","1","1","1","1","简体中文","未清洗","","中国","重庆市","重庆市","","27.9.137.178","mozilla/5.0 (linux; android 13; huaweinova 6   harmonyos; wlz-an00; hmscore 6.10.0.312) applewebkit/537.36 (khtml, like gecko) chrome/99.0.4844.88 huaweibrowser/13.0.4.321 mobile safari/537.36","",
"223","26-Aug-2025 17:07:38","26-Aug-2025 17:10:10","152","2","3","40","2","2","2","6","1","1","1","","1","","","","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","1","","1","","","","","5","8","	5000","3","2","4","1","9","4","4","3","3","4","4","5","4","4","1","2","2","3","3","3","","","","1","","","","","","1","","","","","1","","1","1","1","","简体中文","未清洗","","中国","河南省","许昌市","","222.85.4.64","mozilla/5.0 (linux; android 13;huawei mate 40 pro harmonyos;    NOH-AN00 build/huaweioce-an00; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/92.0.4515.105 mobile safari/537.36 qukan qapp_android qapp_version_32043000 qukan_android qukan_ve","",
"222","26-Aug-2025 17:01:03","26-Aug-2025 17:05:14","251","2","3","29","1","2","6","4","1","1","1","1","","","","","","","","","","","","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","5","9","	5500","2","1","6","1","2","7","5","5","4","4","4","3","7","5","1","3","4","3","4","3","1","","","1","1","1","","","","1","1","1","1","1","","1","1","1","1","1","简体中文","未清洗","","中国","江苏省","连云港市","","112.3.138.169","mozilla/5.0 (linux; u; android 13;iQOO 10 zh-cn; v2254a build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","",
"221","26-Aug-2025 17:00:28","26-Aug-2025 17:03:00","152","2","3","43","3","3","4","3","1","1","1","","1","","","","","","","","","","","","2","","","","","","","","","","","","1","","","1","","1","","","","","","","","","2","","","","","","","","","","","","1","","1","","","1","","","","","6","10","	4600","3","2","3","2","0","4","4","4","3","4","4","5","4","4","1","2","2","3","3","2","","","","1","","","","","","","","","","","1","1","1","1","","","简体中文","未清洗","","中国","云南省","文山壮族苗族自治州","","222.219.215.61","Mozilla/5.0 (iPhone;iPhone 13 pro MAX  CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"220","26-Aug-2025 16:50:36","26-Aug-2025 17:00:00","564","2","3","29","4","2","8","8","1","1","","","1","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","7","5","	3000","3","3","5","1","4","7","6","5","1","2","4","2","7","6","1","3","4","3","4","3","","","1","","","","1","","","","1","1","","","","","1","1","1","1","简体中文","未清洗","","中国","河北省","邯郸市","","60.5.75.165","Mozilla/5.0 (iPhone;iPhone 14 plus; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"219","26-Aug-2025 16:53:35","26-Aug-2025 16:58:58","323","2","3","26","3","1","3","16","1","","","","1","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","","1","","","","","5","8","	7500","1","1","6","2","0","8","7","6","7","6","4","2","7","7","1","5","4","4","4","4","1","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","简体中文","未清洗","","中国","辽宁省","鞍山市","","112.40.101.170","Mozilla/5.0 (Linux; U; Android 14; zh-cn; 22041211AC Build/UP1A.231005.007) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.119 Mobile Safari/537.36 XiaoMi/MiuiBrowser/19.5.80520","",
"218","26-Aug-2025 16:46:14","26-Aug-2025 16:51:05","291","2","3","33","4","3","7","4","1","1","1","1","","","","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","1","","1","","","","","","","","5","9","	4000","2","2","5","1","6","6","5","5","4","4","4","3","6","4","1","3","3","3","4","3","1","","","1","","1","","","","1","1","1","1","1","1","","1","1","1","","简体中文","未清洗","","中国","辽宁省","鞍山市","","61.243.168.24","Mozilla/5.0 (iPhone;iPhone 13 mini CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"217","26-Aug-2025 16:33:55","26-Aug-2025 16:48:06","851","2","3","48","3","4","6","10","1","","","1","1","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","1","","","","6","10","	5500","2","2","3","1","15","2","2","1","1","2","4","1","3","2","1","2","2","1","2","2","","1","1","","","","","","","","","1","","","","","1","1","1","","简体中文","未清洗","","中国","新疆维吾尔自治区","乌鲁木齐市","","110.152.2.137","mozilla/5.0 (linux; u; android 13;iQOO 9 Pro    zh-cn; V2172A build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","",
"216","26-Aug-2025 16:34:06","26-Aug-2025 16:46:51","765","2","3","40","1","3","4","13","1","1","1","","","","","","","","","","","","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","","","","1","1","","","","6","7","	7000","1","2","4","1","14","3","5","6","2","3","4","4","7","6","1","3","2","3","3","3","","","1","","","","1","","","","","","","","","","1","1","1","","简体中文","未清洗","","中国","北京市","北京市","","222.129.38.66","mozilla/5.0 (linux; android 13; oppo Find X5 Pro/ v2199a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.4.40.0","",
"215","26-Aug-2025 16:33:52","26-Aug-2025 16:45:43","711","2","3","35","1","2","5","15","2","","","","","","","","","","","","","1","","","2","","","","","","","","","","","","","1","","","","","","1","","","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","5","6","	5500","3","3","5","1","4","5","7","6","7","5","4","4","7","6","1","4","4","3","3","4","1","","","","","","","","","","1","","","1","1","1","1","1","1","1","简体中文","未清洗","","中国","天津市","天津市","","117.9.229.100","Mozilla/5.0 (Linux; U; Android 13; zh-cn; 22021211RC Build/TKQ1.220807.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/121.0.6167.71 MQQBrowser/19.1 Mobile Safari/537.36 COVC/048201","",
"214","26-Aug-2025 16:20:24","26-Aug-2025 16:31:12","648","2","3","37","3","3","7","13","1","1","","1","1","","","","","","","","","","","","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","","","1","","","","5","8","	4500","2","1","4","1","9","2","2","2","1","3","4","2","5","4","1","3","3","3","4","3","","","","","","","1","","","","1","1","1","1","","","1","1","1","1","简体中文","未清洗","","中国","甘肃省","临夏回族自治州","","27.225.251.251","Mozilla/5.0 (Linux; U; Android 15; zh-cn; ALI-AN00 Build/HONORALI-AN00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/121.0.6167.71 MQQBrowser/19.3 Mobile Safari/537.36 COVC/048003","",
"213","26-Aug-2025 16:20:16","26-Aug-2025 16:29:51","575","2","3","45","2","3","5","10","2","","","","","","","","1","1","","","","","","","2","","","","","","","","","","","","1","","","","","","","","","1","","","","","2","","","","","","","","","","","","","","","","","","1","1","","","5","6","	3500","2","2","3","1","19","2","2","3","1","4","4","1","5","4","1","2","2","2","3","3","","","1","","1","","","","","","","","","","","","1","1","","","简体中文","未清洗","","中国","陕西省","西安市","","36.47.156.230","mozilla/5.0 (linux; android 13;vivo  X Note  V2170A; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"212","26-Aug-2025 16:18:14","26-Aug-2025 16:23:02","288","2","3","30","2","2","5","14","1","1","1","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","","1","","","5","9","	5000","2","1","5","1","5","3","7","5","2","3","4","2","6","6","1","4","3","4","3","3","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","","简体中文","未清洗","","中国","宁夏回族自治区","银川市","","42.63.135.86","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36 EdgA/138.0.0.0","",
"211","26-Aug-2025 16:01:35","26-Aug-2025 16:15:10","815","2","3","49","4","4","5","12","1","1","","1","","","","","","","","","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","1","1","","","","6","10","	5500","1","2","3","1","15","1","2","1","1","3","4","1","3","3","1","2","2","2","1","1","","","1","","","","","","","","","","","","","","1","1","1","","简体中文","未清洗","","中国","云南省","昆明市","","119.62.16.144","","",
"210","26-Aug-2025 16:03:07","26-Aug-2025 16:14:18","671","2","3","41","3","3","6","14","1","","1","1","1","","","","","","","","","","","","1","","1","1","1","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","","","","","","","5","10","	6800","2","2","3","1","13","4","4","5","2","2","4","2","6","4","1","3","3","2","3","3","","","","","1","","1","","","","","","1","","","","1","1","","","简体中文","未清洗","","中国","陕西省","汉中市","","123.138.119.166","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36","",
"209","26-Aug-2025 16:02:02","26-Aug-2025 16:13:19","677","2","3","35","1","2","4","13","1","","","1","1","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","4","6","	3500","3","3","5","1","6","5","5","6","5","5","4","2","7","5","1","4","4","3","3","2","","","","","","","1","","","1","1","1","","","","","1","1","1","1","简体中文","未清洗","","中国","西藏自治区","拉萨市","","124.31.35.201","Mozilla/5.0 (Linux; Android 12; HarmonyOS; BLK-AL80; HMSCore 6.15.0.322) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.5735.196 HuaweiBrowser/16.0.7.301 Mobile Safari/537.36","",
"208","26-Aug-2025 15:47:57","26-Aug-2025 15:58:51","654","2","3","37","1","3","4","6","2","","","","","","","","1","1","","1","","","","","2","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","","","7","4","	4000","3","3","5","1","6","3","3","5","3","4","4","1","6","4","1","4","4","4","3","4","","","1","","1","","1","","","","1","1","","","","","1","1","1","","简体中文","未清洗","","中国","广西壮族自治区","梧州市","","116.253.0.142","mozilla/5.0 (linux; android 13;vivo X 70 pro +  /V2145A; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"207","26-Aug-2025 15:46:15","26-Aug-2025 15:57:35","680","2","3","45","2","4","7","10","1","","","1","1","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","1","","1","","","","6","9","	4500","1","2","3","1","15","2","2","3","1","3","4","1","2","2","1","3","2","2","2","2","","1","","","","","1","","","","","1","","","","","1","1","1","","简体中文","未清洗","","中国","海南省","儋州市","","111.29.215.98","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1","",
"206","26-Aug-2025 15:45:57","26-Aug-2025 15:56:38","641","2","3","40","4","3","6","13","1","1","","","","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","","1","","","","","5","10","	6000","2","2","3","1","17","1","2","1","1","2","4","1","4","1","1","2","2","1","1","1","","","","","1","","","","","","","","","","","","1","1","","","简体中文","未清洗","","中国","重庆市","重庆市","","125.85.123.9","Mozilla/5.0 (iPhone;iPhone 16 proMax; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.40(0x18002831) NetType/4G Language/zh_CN","",
"205","26-Aug-2025 15:29:18","26-Aug-2025 15:42:40","802","2","3","33","5","2","5","15","2","","","","","","","","","","","","","1","","","2","","","","","","","","","","","","","","","1","","1","","","","","","","","","1","","","","1","","1","","","","","","","","","","","","","","","","5","3","	5000","3","4","4","1","3","3","3","4","1","2","4","1","6","4","1","3","2","3","3","2","","","1","","1","","","","","","","1","","","","","1","1","","","简体中文","未清洗","","中国","湖南省","衡阳市","","120.226.110.92","mozilla/5.0 (linux; android 13;vivo  S16e /v2239a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"204","26-Aug-2025 15:27:49","26-Aug-2025 15:38:01","612","2","3","27","1","1","4","16","1","","1","","1","","","","","","","","","","","","1","","","","","1","1","1","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","1","","","","","","","","","5","8","	6500","2","2","6","1","1","5","7","6","7","6","4","2","7","6","1","4","5","3","4","3","","","1","","","","1","","","","1","1","1","1","","","1","1","1","","简体中文","未清洗","","中国","湖南省","邵阳市","","36.158.15.127","mozilla/5.0 (linux; android 13;vivo  X80 Pro  /v2049a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"203","26-Aug-2025 15:27:18","26-Aug-2025 15:33:07","349","2","3","34","2","2","6","9","1","","","1","1","","","","","","","","","","","","2","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","1","1","","","","","","","","","","","","","","","","","6","4","	2500","3","3","5","1","7","4","7","3","4","4","4","1","6","4","1","3","3","2","3","2","","1","1","","1","","","","","","","","","","","","1","1","1","","简体中文","未清洗","","中国","广东省","清远市","","58.254.41.158","Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1","",
"202","26-Aug-2025 15:15:59","26-Aug-2025 15:23:55","476","2","3","39","4","3","5","14","1","","1","1","1","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","","1","","","","","","","","5","8","	6000","2","1","3","1","11","1","3","5","1","2","4","1","6","4","1","3","2","3","2","2","","","1","","","","1","","","","","1","1","1","","","1","1","1","","简体中文","未清洗","","中国","江西省","宜春市","","183.219.50.136","mozilla/5.0 (linux; android 13;vivo  X90 Pro  /v2049a; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"201","26-Aug-2025 15:09:25","26-Aug-2025 15:19:09","584","2","3","30","2","2","5","14","1","1","1","1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","7","6","	6000","2","2","5","1","4","2","6","5","6","6","4","2","6","6","1","5","5","5","5","5","1","","","","","1","1","","","1","1","1","1","1","","1","1","1","1","","简体中文","未清洗","","中国","山东省","济宁市","","221.2.16.254","Mozilla/5.0 (Linux; Android 15; V2425A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.200 Mobile Safari/537.36 VivoBrowser/25.5.30.0","",
"200","26-Aug-2025 15:09:01","26-Aug-2025 15:14:38","337","2","3","36","1","2","4","17","1","","1","1","","","","","","","","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","1","","","5","8","	7500","2","2","6","1","9","7","6","5","5","6","4","5","7","7","1","5","4","4","4","4","1","","1","","1","","1","","","","1","1","1","1","","1","1","1","1","1","简体中文","未清洗","","中国","河南省","信阳市","","42.233.97.13","mozilla/5.0 (linux; android 13; huaweinova 7   harmonyos; JEF-AN00; hmscore 6.10.0.312) applewebkit/537.36 (khtml, like gecko) chrome/99.0.4844.88 huaweibrowser/13.0.4.321 mobile safari/537.36","",
"199","26-Aug-2025 14:52:22","26-Aug-2025 15:05:20","778","2","3","40","2","3","6","15","1","1","1","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","","","","1","","","","","","6","9","	6000","2","1","3","1","18","2","3","1","1","4","4","3","7","4","1","3","3","3","3","3","1","1","1","","1","","1","","","","","1","","","1","","1","1","1","","简体中文","未清洗","","中国","福建省","福州市","","124.72.9.229","mozilla/5.0 (linux; android 13;vivoX60 Pro  /V2056A; wv) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/87.0.4280.141 mobile safari/537.36 vivobrowser/14.5.0.0","",
"198","26-Aug-2025 14:49:40","26-Aug-2025 15:01:12","692","2","3","46","2","3","6","12","1","","","1","","","","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","1","","","1","","","","","5","9","	6000","2","2","3","1","24","1","2","2","1","2","4","1","5","3","1","1","2","2","2","3","","1","1","","","","1","","","","","1","","1","","","1","1","1","","简体中文","未清洗","","中国","江苏省","南京市","","114.221.242.203","mozilla/5.0 (linux; u; android 13;iQOO 10 pro zh-cn; v2254a build/tp1a.220624.014) applewebkit/537.36 (khtml, like gecko) version/4.0 chrome/100.0.4896.58 quark/6.1.3.240 mobile safari/537.36","",
